guest_id,hotel_id,final_price
guest_1,hotel_49,45.5
guest_2,hotel_49,50.0
guest_3,hotel_49,46.5
guest_4,hotel_49,50.0
guest_5,hotel_49,45.0
guest_6,hotel_49,45.5
guest_7,hotel_49,46.5
guest_8,hotel_49,48.0
guest_9,hotel_49,44.0
guest_10,hotel_49,50.0
guest_11,hotel_49,50.0
guest_12,hotel_49,41.5
guest_13,hotel_49,49.5
guest_14,hotel_49,47.0
guest_15,hotel_49,50.0
guest_16,hotel_49,45.5
guest_17,hotel_49,44.5
guest_18,hotel_49,47.5
guest_19,hotel_49,46.5
guest_20,hotel_190,49.5
guest_21,hotel_190,44.0
guest_22,hotel_190,46.5
guest_23,hotel_190,49.5
guest_24,hotel_190,50.0
guest_25,hotel_190,43.5
guest_26,hotel_190,49.5
guest_27,hotel_190,41.5
guest_28,hotel_190,40.5
guest_29,hotel_190,48.5
guest_30,hotel_301,46.800000000000004
guest_31,hotel_301,43.16
guest_32,hotel_301,44.72
guest_33,hotel_301,45.76
guest_34,hotel_301,45.24
guest_35,hotel_301,42.120000000000005
guest_36,hotel_354,43.68
guest_37,hotel_354,51.48
guest_38,hotel_354,47.32
guest_39,hotel_354,45.76
guest_40,hotel_354,49.92
guest_41,hotel_354,46.28
guest_42,hotel_354,46.28
guest_43,hotel_354,42.120000000000005
guest_44,hotel_354,46.800000000000004
guest_45,hotel_354,52.0
guest_46,hotel_354,45.24
guest_47,hotel_354,48.879999999999995
guest_48,hotel_24,49.29
guest_49,hotel_24,43.46
guest_50,hotel_24,45.05
guest_51,hotel_24,44.519999999999996
guest_52,hotel_24,52.47
guest_53,hotel_24,45.05
guest_54,hotel_24,50.349999999999994
guest_55,hotel_24,45.05
guest_56,hotel_24,42.93
guest_57,hotel_365,52.379999999999995
guest_58,hotel_365,48.6
guest_59,hotel_365,44.28
guest_60,hotel_365,52.379999999999995
guest_61,hotel_365,43.74
guest_62,hotel_365,50.76
guest_63,hotel_365,48.6
guest_64,hotel_365,50.22
guest_65,hotel_365,48.06
guest_66,hotel_365,45.9
guest_67,hotel_365,47.52
guest_68,hotel_365,51.839999999999996
guest_69,hotel_365,47.52
guest_70,hotel_365,51.3
guest_71,hotel_47,49.68
guest_72,hotel_47,49.14
guest_73,hotel_47,50.76
guest_74,hotel_47,51.839999999999996
guest_75,hotel_47,52.92
guest_76,hotel_47,50.76
guest_77,hotel_47,48.6
guest_78,hotel_47,52.379999999999995
guest_79,hotel_47,53.46
guest_80,hotel_47,51.839999999999996
guest_81,hotel_47,54.0
guest_82,hotel_47,52.92
guest_83,hotel_47,52.92
guest_84,hotel_47,50.22
guest_85,hotel_47,47.52
guest_86,hotel_23,45.36
guest_87,hotel_23,54.0
guest_88,hotel_23,45.36
guest_89,hotel_23,54.0
guest_90,hotel_23,44.28
guest_91,hotel_23,52.379999999999995
guest_92,hotel_23,45.36
guest_93,hotel_23,49.14
guest_94,hotel_23,45.36
guest_95,hotel_23,54.0
guest_96,hotel_23,48.06
guest_97,hotel_23,52.379999999999995
guest_98,hotel_23,51.839999999999996
guest_99,hotel_23,53.46
guest_100,hotel_23,48.06
guest_101,hotel_321,52.92
guest_102,hotel_321,54.0
guest_103,hotel_321,49.68
guest_104,hotel_321,47.52
guest_105,hotel_321,44.28
guest_106,hotel_321,48.06
guest_107,hotel_321,48.06
guest_108,hotel_321,50.22
guest_109,hotel_321,46.98
guest_110,hotel_321,53.46
guest_111,hotel_321,49.68
guest_112,hotel_321,48.06
guest_113,hotel_321,51.3
guest_114,hotel_321,46.44
guest_115,hotel_321,44.82
guest_116,hotel_167,51.15
guest_117,hotel_167,46.75
guest_118,hotel_167,53.9
guest_119,hotel_167,49.5
guest_120,hotel_167,50.050000000000004
guest_121,hotel_167,45.65
guest_122,hotel_167,52.8
guest_123,hotel_167,48.95
guest_124,hotel_167,48.4
guest_125,hotel_26,48.4
guest_126,hotel_26,49.5
guest_127,hotel_26,44.550000000000004
guest_128,hotel_26,51.15
guest_129,hotel_26,49.5
guest_130,hotel_26,52.8
guest_131,hotel_26,46.199999999999996
guest_132,hotel_26,46.199999999999996
guest_133,hotel_26,52.8
guest_134,hotel_26,50.050000000000004
guest_135,hotel_26,46.199999999999996
guest_136,hotel_26,45.65
guest_137,hotel_26,45.65
guest_138,hotel_26,45.65
guest_139,hotel_26,48.4
guest_140,hotel_26,48.95
guest_141,hotel_26,46.75
guest_142,hotel_26,51.699999999999996
guest_143,hotel_26,47.85
guest_144,hotel_121,56.0
guest_145,hotel_121,46.48
guest_146,hotel_121,53.199999999999996
guest_147,hotel_121,50.96
guest_148,hotel_121,47.6
guest_149,hotel_121,51.52
guest_150,hotel_121,51.52
guest_151,hotel_121,52.64
guest_152,hotel_121,56.0
guest_153,hotel_121,47.6
guest_154,hotel_121,49.84
guest_155,hotel_121,53.199999999999996
guest_156,hotel_121,52.64
guest_157,hotel_121,45.92
