guest_id,hotel_id,final_price
guest_1,hotel_378,176.54
guest_2,hotel_378,194.0
guest_3,hotel_378,180.42
guest_4,hotel_378,194.0
guest_5,hotel_378,174.6
guest_6,hotel_378,176.54
guest_7,hotel_378,180.42
guest_8,hotel_378,186.23999999999998
guest_9,hotel_378,170.72
guest_10,hotel_378,194.0
guest_11,hotel_378,194.0
guest_12,hotel_378,161.01999999999998
guest_13,hotel_378,192.06
guest_14,hotel_378,182.35999999999999
guest_15,hotel_378,194.0
guest_16,hotel_378,176.54
guest_17,hotel_378,172.66
guest_18,hotel_378,184.29999999999998
guest_19,hotel_378,180.42
guest_20,hotel_29,143.55
guest_21,hotel_29,127.6
guest_22,hotel_29,134.85
guest_23,hotel_29,143.55
guest_24,hotel_29,145.0
guest_25,hotel_29,126.15
guest_26,hotel_29,143.55
guest_27,hotel_29,120.35
guest_28,hotel_29,117.45
guest_29,hotel_29,140.65
guest_30,hotel_29,130.5
guest_31,hotel_29,120.35
guest_32,hotel_29,124.7
guest_33,hotel_29,127.6
guest_34,hotel_29,126.15
guest_35,hotel_29,117.45
guest_36,hotel_29,121.8
guest_37,hotel_29,143.55
guest_38,hotel_29,131.95000000000002
guest_39,hotel_26,48.4
guest_40,hotel_26,52.8
guest_41,hotel_26,48.95
guest_42,hotel_26,48.95
guest_43,hotel_26,44.550000000000004
guest_44,hotel_26,49.5
guest_45,hotel_26,55.0
guest_46,hotel_26,47.85
guest_47,hotel_26,51.699999999999996
guest_48,hotel_26,51.15
guest_49,hotel_26,45.1
guest_50,hotel_26,46.75
guest_51,hotel_26,46.199999999999996
guest_52,hotel_26,54.45
guest_53,hotel_26,46.75
guest_54,hotel_26,52.25
guest_55,hotel_26,46.75
guest_56,hotel_26,44.550000000000004
guest_57,hotel_26,53.35
guest_58,hotel_366,108.0
guest_59,hotel_366,98.4
guest_60,hotel_366,116.39999999999999
guest_61,hotel_366,97.2
guest_62,hotel_366,112.8
guest_63,hotel_366,108.0
guest_64,hotel_366,111.6
guest_65,hotel_366,106.8
guest_66,hotel_366,102.0
guest_67,hotel_366,105.6
guest_68,hotel_366,115.19999999999999
guest_69,hotel_366,105.6
guest_70,hotel_366,114.0
guest_71,hotel_366,110.4
guest_72,hotel_366,109.2
guest_73,hotel_366,112.8
guest_74,hotel_366,115.19999999999999
guest_75,hotel_366,117.6
guest_76,hotel_366,112.8
guest_77,hotel_52,140.4
guest_78,hotel_52,151.32
guest_79,hotel_52,154.44
guest_80,hotel_52,149.76
guest_81,hotel_52,156.0
guest_82,hotel_52,152.88
guest_83,hotel_52,152.88
guest_84,hotel_52,145.07999999999998
guest_85,hotel_52,137.28
guest_86,hotel_52,131.04
guest_87,hotel_52,156.0
guest_88,hotel_52,131.04
guest_89,hotel_52,156.0
guest_90,hotel_52,127.92000000000002
guest_91,hotel_52,151.32
guest_92,hotel_52,131.04
guest_93,hotel_52,141.96
guest_94,hotel_52,131.04
guest_95,hotel_52,156.0
guest_96,hotel_49,44.5
guest_97,hotel_49,48.5
guest_98,hotel_49,48.0
guest_99,hotel_49,49.5
guest_100,hotel_49,44.5
guest_101,hotel_49,49.0
guest_102,hotel_49,50.0
